epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,26.9,1.42462,1.29661,1.48782,0.81889,0.59649,0.84293,0.36162,2.49919,1.46646,2.68942,0.000803031,0.000803031,0.000803031
16,28.7249,1.37628,1.2994,1.48462,0.71467,0.58303,0.77002,0.39753,2.1453,2.72378,2.5642,0.000781033,0.000781033,0.000781033
17,30.4236,1.57418,1.51024,1.64243,0.50388,0.83556,0.73456,0.36371,2.29543,2.74926,2.46812,0.000759035,0.000759035,0.000759035
18,32.216,1.34307,1.19571,1.42829,0.49425,0.83556,0.76592,0.38337,2.26014,1.91932,2.48698,0.000737037,0.000737037,0.000737037
19,33.9276,1.60345,1.48417,1.53664,0.73723,0.64063,0.82311,0.43875,2.04449,1.36603,2.27384,0.00071504,0.00071504,0.00071504
20,35.8356,1.3974,1.30496,1.46979,0.67921,0.88841,0.87739,0.45105,1.95145,1.27774,2.18632,0.000693042,0.000693042,0.000693042
21,37.557,1.41568,1.24428,1.47471,0.86711,0.58143,0.87509,0.42128,2.06544,1.41143,2.39588,0.000671044,0.000671044,0.000671044
22,39.2031,1.28353,1.20264,1.33626,0.4948,0.83556,0.79796,0.39157,2.18155,1.34813,2.39839,0.000649046,0.000649046,0.000649046
23,41.0301,1.2897,1.11082,1.38234,0.5396,0.83111,0.80924,0.43723,2.18268,1.2266,2.56806,0.000627048,0.000627048,0.000627048
24,42.6963,1.28237,1.05472,1.41668,0.66303,0.91941,0.86485,0.42617,1.89051,1.12839,2.11921,0.000605051,0.000605051,0.000605051
25,44.3558,1.21311,1.11149,1.34035,0.64737,0.83556,0.78516,0.42846,2.11018,1.44488,2.66734,0.000583053,0.000583053,0.000583053
26,45.9995,1.22359,0.97246,1.39745,0.79052,0.91556,0.88156,0.49078,1.93999,1.23289,2.43322,0.000561055,0.000561055,0.000561055
27,47.6756,1.29363,1.10694,1.44687,0.8828,0.89981,0.88415,0.4755,1.93369,1.10837,2.43502,0.000539057,0.000539057,0.000539057
28,49.3329,1.12004,1.02387,1.33093,0.77222,0.87556,0.84366,0.48414,1.91938,1.2534,2.36888,0.000517059,0.000517059,0.000517059
29,50.9846,1.11847,0.91938,1.28766,0.76177,0.91556,0.87589,0.48774,1.96288,1.23883,2.46336,0.000495062,0.000495062,0.000495062
30,52.6257,1.12107,0.9576,1.27852,0.77023,0.91556,0.87583,0.46555,1.89279,1.05738,2.40023,0.000473064,0.000473064,0.000473064
31,54.4943,1.16684,0.97107,1.32822,0.82548,0.93778,0.88497,0.4575,2.02849,1.04381,2.55117,0.000451066,0.000451066,0.000451066
32,56.163,1.15141,0.9331,1.33246,0.90861,0.90512,0.91568,0.50237,2.11259,0.92825,2.79216,0.000429068,0.000429068,0.000429068
33,57.8428,1.019,0.85986,1.20815,0.87139,0.89163,0.88617,0.48972,2.19135,0.93941,2.88901,0.00040707,0.00040707,0.00040707
34,59.5117,0.93014,1.47077,1.09397,0.91168,0.90905,0.90952,0.47854,2.23108,0.89377,2.85073,0.000385073,0.000385073,0.000385073
35,61.2689,0.96064,0.86402,1.24318,0.89176,0.89532,0.9086,0.49574,2.14345,0.89717,2.6764,0.000363075,0.000363075,0.000363075
36,62.9621,1.03404,0.85001,1.19881,0.88226,0.88057,0.90328,0.53178,2.12412,0.94436,2.6972,0.000341077,0.000341077,0.000341077
37,64.643,0.97932,0.84092,1.20347,0.9002,0.86968,0.90105,0.56158,2.04286,1.00101,2.55881,0.000319079,0.000319079,0.000319079
38,66.3196,1.00364,0.83238,1.20681,0.87627,0.88175,0.9063,0.52539,1.93728,0.96105,2.40509,0.000297081,0.000297081,0.000297081
39,68.2158,0.99259,0.76197,1.16837,0.87361,0.89098,0.89282,0.53794,1.95191,0.94059,2.3997,0.000275084,0.000275084,0.000275084
40,69.8498,0.92627,0.8206,1.19259,0.88421,0.86114,0.88511,0.51653,2.03087,0.92775,2.56802,0.000253086,0.000253086,0.000253086
41,71.8492,0.90623,0.7315,1.14269,0.8753,0.86057,0.89152,0.50336,2.05319,0.89227,2.62661,0.000231088,0.000231088,0.000231088
42,73.4787,1.06243,0.68562,1.25262,0.86511,0.85466,0.87066,0.51223,2.03512,0.84842,2.63054,0.00020909,0.00020909,0.00020909
43,75.11,0.77531,0.6233,1.1179,0.89489,0.8463,0.86489,0.49001,2.06782,0.86458,2.68194,0.000187092,0.000187092,0.000187092
44,76.7476,0.94035,0.59663,1.17782,0.83333,0.85774,0.83989,0.505,2.03828,0.89411,2.62291,0.000165095,0.000165095,0.000165095
45,78.3736,0.83853,0.57538,1.11267,0.84803,0.8585,0.85498,0.54393,2.06851,0.83716,2.66416,0.000143097,0.000143097,0.000143097
46,79.9998,0.70704,0.56645,1.06088,0.84068,0.86734,0.87308,0.57954,2.05181,0.83846,2.63863,0.000121099,0.000121099,0.000121099
47,81.8673,0.85416,0.58039,1.17966,0.84177,0.86725,0.87544,0.57313,2.03467,0.8688,2.64395,9.91012e-05,9.91012e-05,9.91012e-05
48,83.5012,0.71976,0.52371,1.03896,0.84766,0.85893,0.87425,0.55882,2.04734,0.88845,2.69034,7.71034e-05,7.71034e-05,7.71034e-05
49,85.1229,0.68307,0.50186,1.01378,0.84865,0.85891,0.86186,0.5613,2.0473,0.89607,2.73176,5.51056e-05,5.51056e-05,5.51056e-05
50,86.7515,0.70394,0.49749,1.03301,0.84791,0.86017,0.86235,0.56297,2.03642,0.9149,2.7172,3.31078e-05,3.31078e-05,3.31078e-05
