epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
34,672.9,0.87196,0.68687,1.13082,0.82847,0.71433,0.78166,0.49697,1.45299,1.17291,1.72455,0.000385073,0.000385073,0.000385073
35,692.712,0.86008,0.68257,1.13288,0.85984,0.69964,0.78393,0.49762,1.42787,1.18636,1.68293,0.000363075,0.000363075,0.000363075
36,712.985,0.8414,0.66455,1.12551,0.85413,0.73233,0.79929,0.50445,1.45297,1.04029,1.70935,0.000341077,0.000341077,0.000341077
37,732.661,0.85844,0.66456,1.1332,0.87905,0.72888,0.78121,0.49551,1.48552,1.12051,1.73389,0.000319079,0.000319079,0.000319079
38,752.292,0.82157,0.63437,1.10393,0.86245,0.76609,0.79354,0.5012,1.42783,1.09489,1.69594,0.000297081,0.000297081,0.000297081
39,771.828,0.82373,0.6205,1.11027,0.88548,0.74675,0.7983,0.51046,1.46334,1.09614,1.72671,0.000275084,0.000275084,0.000275084
40,791.334,0.80255,0.61453,1.10144,0.87408,0.72949,0.80475,0.51825,1.43549,1.07665,1.68912,0.000253086,0.000253086,0.000253086
41,811.419,0.78552,0.52233,1.09214,0.90754,0.75563,0.81408,0.51503,1.44539,1.05732,1.72115,0.000231088,0.000231088,0.000231088
42,831.127,0.75529,0.49243,1.07666,0.87595,0.75734,0.81504,0.52593,1.4186,1.03887,1.70408,0.00020909,0.00020909,0.00020909
43,850.842,0.73291,0.47453,1.07367,0.89143,0.73577,0.81296,0.53792,1.37672,1.0245,1.67563,0.000187092,0.000187092,0.000187092
44,870.35,0.72565,0.4526,1.05235,0.8789,0.74339,0.83085,0.5355,1.39258,0.97564,1.6955,0.000165095,0.000165095,0.000165095
45,889.736,0.71416,0.44625,1.05297,0.91376,0.73879,0.81768,0.54592,1.37319,0.99289,1.66517,0.000143097,0.000143097,0.000143097
46,909.115,0.69014,0.43359,1.03711,0.89445,0.76466,0.83235,0.55113,1.37415,0.99713,1.66598,0.000121099,0.000121099,0.000121099
47,928.502,0.68221,0.42421,1.02604,0.8863,0.74477,0.81625,0.5399,1.40285,0.98114,1.71047,9.91012e-05,9.91012e-05,9.91012e-05
48,947.868,0.67686,0.4137,1.02344,0.90004,0.75495,0.82695,0.55601,1.39374,0.98113,1.69353,7.71034e-05,7.71034e-05,7.71034e-05
49,967.257,0.65568,0.40272,1.00379,0.90258,0.75553,0.8254,0.55332,1.39273,0.97588,1.69901,5.51056e-05,5.51056e-05,5.51056e-05
50,986.672,0.64104,0.39882,1.00634,0.90539,0.76157,0.83698,0.55641,1.3727,0.9591,1.68114,3.31078e-05,3.31078e-05,3.31078e-05
